nom,brillance,masse,rayon,rayonOrbite,periodeOrbite,excentricite,type
Gl 686 b,9.62,6.624,15380.42,0.091,0.042436685,0.05,Neptune-like
GPX-1 b,12.316,6264.599999999999,102769.17,0.0338,0.0046543465,0.0,Gas Giant
GQ Lupi b,11.593,6360.0,209733.0,100.0,1195.9,0.0,Gas Giant
GSC 06214-00210 b,12.416,5088.0,125839.8,320.0,6037.4,0.0,Gas Giant
GU Piscium b,14.146,3593.4,88437.415,2000.0,155788.8,0.0,Gas Giant
HAT-P-11 b,9.46,26.69772,27195.379,0.05254,0.013415469,0.22,Neptune-like
HAT-P-11 c,9.46,731.4,83194.09,4.13,9.3,0.6,Gas Giant
HAT-P-12 b,12.665,67.098,67044.64899999999,0.0384,0.008761123,0.0,Gas Giant
HAT-P-13 b,10.421,270.618,88926.792,0.04383,0.007939767,0.01,Gas Giant
HAT-P-13 c,10.421,4541.04,76902.1,1.258,1.2219027,0.66,Gas Giant
HAT-P-14 b,9.988,1093.92,99273.62,0.0596,0.012594113,0.11,Gas Giant
HAT-P-15 b,12.41,616.92,74105.66,0.0965,0.029842572,0.19,Gas Giant
HAT-P-16 b,10.911,1333.3739999999998,90115.279,0.0413,0.007665982,0.04,Gas Giant
HAT-P-17 b,10.375,184.44,73406.55,0.0882,0.028199865,0.35,Gas Giant
HAT-P-17 c,10.375,1081.2,81795.87,5.6,15.3,0.39,Gas Giant
HAT-P-18 b,12.597,62.646,69561.44499999999,0.0559,0.015058179,0.08,Gas Giant
HAT-P-19 b,12.826,92.856,79139.252,0.0466,0.0109514035,0.07,Gas Giant
HAT-P-1 b,9.827,166.95000000000002,92212.609,0.05561,0.0123203285,0.0,Gas Giant
HAT-P-20 b,11.231,2304.228,60612.837,0.0361,0.007939767,0.02,Gas Giant
HAT-P-21 b,11.459,1548.66,77601.21,0.0494,0.011225188,0.23,Gas Giant
HAT-P-22 b,9.763,785.46,80397.65,0.0414,0.008761123,0.02,Gas Giant
HAT-P-23 b,11.937,426.12,76202.99,0.0232,0.003285421,0.11,Gas Giant
HAT-P-24 b,11.762,238.5,90884.3,0.04651,0.009308693,0.07,Gas Giant
HAT-P-25 b,13.146,180.94199999999998,79348.985,0.0466,0.010130048,0.02,Gas Giant
HAT-P-26 b,11.757,22.2481,44043.93,0.0479,0.011498973,0.12,Neptune-like
HAT-P-27 b,12.052,197.16,71309.22,0.04,0.008213553,0.0,Gas Giant
HAT-P-28 b,13.098,199.068,84732.132,0.0434,0.009034907,0.05,Gas Giant
HAT-P-29 b,11.825,279.84,81795.87,0.0667,0.015605749,0.09,Gas Giant
HAT-P-2 b,8.72,2766.6,66485.36099999999,0.06814,0.015331964,0.52,Gas Giant
HAT-P-30 b,10.352,263.94,100671.84,0.0419,0.007665982,0.04,Gas Giant
HAT-P-31 b,11.667,721.86,76202.99,0.061,0.0136892535,0.25,Gas Giant
HAT-P-32 b,11.439,216.24,138423.78,0.03397,0.006023272,0.16,Gas Giant
HAT-P-33 b,11.032,292.56,129335.35,0.04995,0.009582478,0.0,Gas Giant
HAT-P-34 b,10.403,1058.94,83683.467,0.06774,0.015058179,0.43,Gas Giant
HAT-P-35 b,12.389,335.808,93121.452,0.04978,0.009856262,0.02,Gas Giant
HAT-P-36 b,12.146,587.7276,89276.347,0.0241,0.003559206,0.06,Gas Giant
HAT-P-37 b,13.427,371.742,82355.158,0.0379,0.007665982,0.06,Gas Giant
HAT-P-38 b,12.525,84.906,57676.575,0.0523,0.012594113,0.07,Gas Giant
HAT-P-39 b,12.282,190.482,109830.181,0.0509,0.009582478,0.0,Gas Giant
HAT-P-3 b,11.856,206.70000000000002,65716.34,0.03866,0.007939767,0.0,Gas Giant
HAT-P-40 b,11.34,152.64,106264.72,0.0608,0.0123203285,0.0,Gas Giant
HAT-P-41 b,11.365,378.41999999999996,143317.55,0.04258,0.0073921974,0.0,Gas Giant
HAT-P-42 b,12.125,331.992,89486.08,0.0575,0.012594113,0.0,Gas Giant
HAT-P-43 b,13.279,210.51600000000002,85011.776,0.0444,0.009034907,0.21,Gas Giant
HAT-P-44 b,13.225,111.93599999999999,86829.462,0.0507,0.011772759,0.04,Gas Giant
HAT-P-44 c,13.225,1272.0,81096.76,1.752,2.4,0.49,Gas Giant
HAT-P-45 b,12.783,283.656,99693.086,0.0452,0.008487337,0.05,Gas Giant
HAT-P-46 b,11.997,156.774,89765.724,0.0577,0.0123203285,0.12,Gas Giant
HAT-P-49 b,10.205,699.6,111158.49,0.04378,0.0073921974,0.0,Gas Giant
HAT-P-4 b,11.118,213.37800000000001,89066.614,0.04438,0.008487337,0.0,Gas Giant
HAT-P-50 b,11.703,429.3,90045.368,0.0453,0.008487337,0.115,Gas Giant
HAT-P-51 b,13.51,98.262,90394.923,0.05069,0.011498973,0.123,Gas Giant
HAT-P-52 b,14.107,260.12399999999997,70540.199,0.03694,0.007665982,0.047,Gas Giant
HAT-P-53 b,13.78,471.912,92142.698,0.03159,0.0054757018,0.134,Gas Giant
HAT-P-54 b,13.398,241.68,65995.984,0.04117,0.010403832,0.074,Gas Giant
HAT-P-55 b,13.197,185.076,82634.802,0.04604,0.009856262,0.139,Gas Giant
HAT-P-56 b,10.92,734.58,105565.61,0.0423,0.007665982,0.29,Gas Giant
HAT-P-57 b,10.639,448.38,121645.14,0.0406,0.0068446267,0.0,Gas Giant
HAT-P-58 b,12.925,118.29599999999999,93121.452,0.04994,0.0109514035,0.073,Gas Giant
HAT-P-59 b,11.64,489.72,78510.053,0.05064,0.011225188,0.03,Gas Giant
HAT-P-5 b,11.954,311.64,84592.31,0.04073,0.007665982,0.0,Gas Giant
HAT-P-60 b,9.727,182.53199999999998,114024.841,0.06277,0.013141684,0.25,Gas Giant
HAT-P-61 b,13.096,336.126,62849.989,0.0301,0.005201916,0.113,Gas Giant
HAT-P-62 b,12.539,241.998,75014.503,0.03772,0.007118412,0.101,Gas Giant
HAT-P-63 b,20.1544,195.252,78230.409,0.04294,0.009308693,0.069,Gas Giant
HAT-P-64 b,12.855,184.44,119058.433,0.05387,0.0109514035,0.101,Gas Giant
HAT-P-65 b,13.121,167.586,132131.78999999998,0.03951,0.007118412,0.304,Gas Giant
HAT-P-66 b,13.014,248.994,111158.49,0.04363,0.008213553,0.09,Gas Giant
HAT-P-67 b,10.106,108.12,145764.435,0.06505,0.013141684,0.0,Gas Giant
HAT-P-68 b,13.802,230.232,74944.592,0.02996,0.0062970566,0.041,Gas Giant
HAT-P-69 b,9.774,1138.44,117170.836,0.06555,0.013141684,0.0,Gas Giant
HAT-P-6 b,10.469,419.76000000000005,103468.28,0.05239,0.010677618,0.0,Gas Giant
HAT-P-70 b,9.47,2156.04,130733.57,0.04739,0.0073921974,0.0,Gas Giant
HAT-P-7 b,10.481,585.12,105565.61,0.03676,0.006023272,0.0,Gas Giant
HAT-P-8 b,10.358,407.04,97875.4,0.04496,0.008487337,0.0,Gas Giant
HAT-P-9 b,12.344,238.182,97386.023,0.05287,0.010677618,0.08,Gas Giant
HATS-10 b,13.202,167.268,67743.75899999999,0.04491,0.009034907,0.501,Gas Giant
HATS-11 b,14.06,263.94,112486.799,0.0507,0.009856262,0.34,Gas Giant
HATS-12 b,12.831,760.0200000000001,48378.412,0.0441,0.008487337,0.085,Gas Giant
HATS-13 b,13.911,172.674,84732.132,0.04057,0.008213553,0.181,Gas Giant
HATS-14 b,14.052,340.578,72637.529,0.03815,0.007665982,0.142,Gas Giant
HATS-15 b,14.909,690.06,77251.655,0.02712,0.0046543465,0.126,Gas Giant
HATS-16 b,13.957,1039.86,90884.3,0.03744,0.0073921974,0.0,Gas Giant
HATS-17 b,12.402,425.48400000000004,54320.847,0.1308,0.044626966,0.03,Gas Giant
HATS-18 b,14.188,629.481,92911.719,0.0174,0.0021902807,0.17,Gas Giant
HATS-1 b,12.155,589.89,91024.122,0.0444,0.009308693,0.12,Gas Giant
HATS-22 b,13.397,871.32,66625.18299999999,0.05025,0.012867898,0.08,Gas Giant
HATS-23 b,13.84,467.46,130034.46,0.03397,0.006023272,0.114,Gas Giant
HATS-24 b,12.915,718.68,97525.845,0.0238,0.003559206,0.0,Gas Giant
HATS-25 b,13.172,194.934,88087.86,0.05163,0.011772759,0.176,Gas Giant
HATS-26 b,13.006,206.70000000000002,122344.25,0.04735,0.009034907,0.245,Gas Giant
HATS-27 b,12.782,168.54000000000002,104866.5,0.0611,0.012594113,0.581,Gas Giant
HATS-28 b,13.981,213.69600000000003,83473.734,0.04131,0.008761123,0.202,Gas Giant
HATS-29 b,12.62,207.654,87458.661,0.05475,0.012594113,0.158,Gas Giant
HATS-2 b,13.565,427.71,81656.048,0.023,0.003832991,0.0,Gas Giant
HATS-30 b,12.283,224.50799999999998,82145.425,0.04354,0.008761123,0.096,Gas Giant
HATS-31 b,13.315,279.84,114654.04,0.0478,0.009308693,0.233,Gas Giant
HATS-32 b,14.386,292.56,87318.839,0.04024,0.007665982,0.471,Gas Giant
HATS-33 b,11.91,379.056,85990.53,0.03727,0.0068446267,0.08,Gas Giant
HATS-34 b,13.857,299.238,99972.73,0.03166,0.0057494864,0.108,Gas Giant
HATS-35 b,12.609,388.596,102349.704,0.03199,0.004928131,0.306,Gas Giant
HATS-36 b,14.364,1022.6880000000001,80607.383,0.0523,0.011498973,0.11,Gas Giant
HATS-37 A b,12.341,31.46517,42366.066,0.04913,0.011772759,0.0,Neptune-like
HATS-38 b,11.967,23.51942,42925.354,0.05036,0.012046544,0.0,Neptune-like
HATS-39 b,12.745,200.34,109760.27,0.06007,0.012594113,0.275,Gas Giant
HATS-3 b,12.433,340.578,96547.091,0.0485,0.009582478,0.0,Gas Giant
HATS-40 b,13.478,505.62,110459.38,0.04997,0.009034907,0.312,Gas Giant
HATS-41 b,12.678,3084.6,92981.63,0.0583,0.011498973,0.38,Gas Giant
HATS-42 b,13.682,597.8399999999999,97875.4,0.03689,0.0062970566,0.229,Gas Giant
HATS-43 b,13.562,82.998,82494.98,0.04944,0.012046544,0.17,Gas Giant
HATS-44 b,14.397,178.08,74595.037,0.03649,0.0073921974,0.279,Gas Giant
HATS-45 b,13.325,222.6,89905.546,0.05511,0.011498973,0.24,Gas Giant
HATS-46 b,13.783,55.013999999999996,63129.633,0.05367,0.012867898,0.559,Gas Giant
HATS-47 b,14.602,117.342,78090.587,0.04269,0.010677618,0.088,Gas Giant
HATS-48 A b,14.226,77.274,55928.8,0.03769,0.008487337,0.162,Gas Giant
HATS-49 b,14.988,112.25399999999999,53481.915,0.04515,0.011225188,0.071,Gas Giant
HATS-4 b,13.516,420.714,71309.22,0.0362,0.0068446267,0.01,Gas Giant
HATS-50 b,14.045,124.02000000000001,78999.43,0.05046,0.010403832,0.516,Gas Giant
HATS-51 b,12.525,244.22400000000002,98574.51,0.04639,0.009034907,0.33,Gas Giant
HATS-52 b,13.844,712.32,96617.002,0.02498,0.003832991,0.246,Gas Giant
HATS-53 b,13.944,189.20999999999998,93680.74,0.04753,0.010677618,0.33,Gas Giant
HATS-54 b,13.937,239.454,70959.665,0.037,0.0068446267,0.0,Gas Giant
HATS-55 b,13.525,292.878,87458.661,0.05412,0.011498973,0.092,Gas Giant
HATS-56 b,11.477,191.436,118009.768,0.06043,0.011772759,0.019,Gas Giant
HATS-57 b,12.333,1000.746,79628.629,0.03493,0.006570842,0.028,Gas Giant
HATS-58 A b,11.572,327.54,76552.545,0.05798,0.011498973,0.168,Gas Giant
HATS-59 b,14.033,256.308,78719.786,0.06112,0.014784395,0.13,Gas Giant
HATS-59 c,14.033,4038.6,76902.1,2.504,3.9,0.083,Gas Giant
HATS-5 b,12.598,75.366,63758.832,0.0542,0.013141684,0.02,Gas Giant
HATS-60 b,12.662,210.51600000000002,80607.383,0.04708,0.009856262,0.19,Gas Giant
HATS-61 b,13.352,1081.2,83543.645,0.07908,0.021355236,0.09,Gas Giant
HATS-62 b,14.171,56.922,73756.105,0.04163,0.009034907,0.3,Gas Giant
HATS-63 b,13.992,305.28,84382.577,0.04026,0.008487337,0.14,Gas Giant
HATS-64 b,13.045,305.28,117380.569,0.06562,0.013415469,0.15,Gas Giant
HATS-65 b,12.679,261.078,104936.411,0.04497,0.008487337,0.06,Gas Giant
HATS-66 b,14.283,1694.94,98644.421,0.04714,0.008487337,0.06,Gas Giant
HATS-67 b,13.698,461.09999999999997,117800.035,0.03032,0.0043805614,0.06,Gas Giant
HATS-68 b,12.312,410.22,86130.352,0.05071,0.009856262,0.04,Gas Giant
HATS-69 b,14.074,183.486,66065.89499999999,0.03211,0.006023272,0.52,Gas Giant
HATS-6 b,15.044,101.44200000000001,69771.178,0.03623,0.009034907,0.0,Gas Giant
HATS-70 b,12.227,4102.2,96756.824,0.03632,0.005201916,0.18,Gas Giant
HATS-71 b,16.437,117.66,71588.864,0.03745,0.010403832,0.0,Gas Giant
HATS-72 b,12.324,39.85588,50475.742,0.066517,0.019986311,0.013,Gas Giant
HATS-74 A b,17.26,464.28,72148.152,0.02384,0.0046543465,0.044,Gas Giant
HATS-75 b,15.689,156.138,61801.324,0.032742,0.007665982,0.064,Gas Giant
HATS-76 b,16.68,836.022,75433.969,0.02658,0.005201916,0.062,Gas Giant
HATS-77 b,16.195,436.932,81446.315,0.03607,0.008487337,0.045,Gas Giant
HATS-7 b,13.347,38.1396,39359.893,0.04012,0.008761123,0.17,Gas Giant
HATS-8 b,14.512,43.884,61032.303,0.04667,0.009856262,0.376,Gas Giant
HATS-9 b,13.256,266.166,86409.996,0.0312,0.005201916,0.075,Gas Giant
HD 100546 b,6.69,239136.0,482385.9,53.0,249.2,0.0,Gas Giant
HD 100655 b,6.4421,511.98,84592.31,0.68,0.4314853,0.09,Gas Giant
HD 100777 b,8.42,327.54,85990.53,1.03,1.0505134,0.36,Gas Giant
HD 10180 c,7.33,13.1,22930.808,0.06412,0.015879534,0.07,Neptune-like
HD 10180 d,7.33,11.75,21532.588,0.12859,0.044900753,0.13,Neptune-like
HD 10180 e,7.33,25.1,33627.191,0.2699,0.13607119,0.05,Neptune-like
HD 10180 f,7.33,23.9,32718.348,0.4929,0.33593428,0.12,Neptune-like
HD 10180 g,7.33,21.4,30621.018,1.427,1.7,0.26,Neptune-like
HD 10180 h,7.33,64.554,58585.418,3.381,6.0,0.1,Gas Giant
HD 101930 b,8.21,79.5,66345.53899999999,0.3,0.19301848,0.11,Gas Giant
HD 102117 b,7.47,54.06,52852.716,0.15,0.056947295,0.12,Gas Giant
HD 102195 b,8.07,130.38,88786.97,0.05,0.011225188,0.0,Gas Giant
HD 102272 b,8.69,1570.92,80397.65,0.51,0.34934977,0.05,Gas Giant
HD 102329 b,7.88,2594.88,78300.32,1.81,2.1,0.21,Gas Giant
HD 102329 c,7.88,483.36,84592.31,,3.1,0.21,Gas Giant
HD 102365 b,4.89,16.0,25797.159,0.46,0.33429158,0.34,Neptune-like
HD 102843 b,9.26,113.96166000000001,81795.87,4.074,8.5,0.11,Gas Giant
HD 102956 b,7.86,305.28,85990.53,0.0807,0.01779603,0.04,Gas Giant
HD 103197 b,9.4,28.6047,36353.72,0.25,0.13086927,0.0,Neptune-like
HD 103720 b,9.5,197.16,88087.86,0.0498,0.012594113,0.09,Gas Giant
HD 103774 b,7.13463,116.706,83194.09,0.07,0.01615332,0.09,Gas Giant
HD 103891 b,6.59451,457.91999999999996,84592.31,3.27,5.3,0.31,Gas Giant
HD 103949 b,8.7,11.2,20903.389,0.439,0.33100617,0.19,Neptune-like
HD 104067 b,7.92,50.88,50965.119,0.26,0.15277207,0.0,Gas Giant
HD 10442 b,7.828,472.86600000000004,84592.31,2.01,2.8,0.13,Gas Giant
HD 104985 b,5.79389,2639.4,78300.32,0.95,0.5462012,0.09,Gas Giant
HD 105618 b,8.63,25.14472,33697.102,0.09124,0.027378507,0.45,Neptune-like
HD 105618 c,8.63,8554.88688,74804.77,35.74703,211.3,0.13,Gas Giant
HD 105779 b,8.65,203.52,88087.86,3.38,6.6,0.0,Gas Giant
HD 106252 b,7.41,3180.0,77601.21,2.61,4.2,0.48,Gas Giant
HD 106270 b,7.58,3221.34,77601.21,3.34,5.2,0.19,Gas Giant
HD 106315 b,8.951,12.6,15240.598,0.0907,0.026283368,0.09,Super Earth
HD 106315 c,8.951,15.2,27125.468,0.1536,0.057768654,0.22,Neptune-like
HD 10647 b,5.52,298.91999999999996,85990.53,2.015,2.7,0.15,Gas Giant
HD 106515 A b,7.971,3520.8642,77601.21,4.496414,9.8,0.56,Gas Giant
HD 106906 b,7.8,3498.0,77601.21,650.0,13538.6,0.0,Gas Giant
HD 10697 b,6.28262,1915.62246,79698.54,2.050268,2.9,0.1,Gas Giant
HD 107148 b,8.01,66.78,59843.816,0.269,0.13169062,0.05,Gas Giant
HD 107148 c,8.01,19.89606,29362.62,0.1407,0.050102666,0.34,Neptune-like
HD 108147 b,6.99,82.998,68023.40299999999,0.102,0.029842572,0.53,Gas Giant
HD 108236 b,9.25,3.24,10289.164999999999,0.04527,0.010403832,0.05,Super Earth
HD 108236 c,9.25,4.94,13194.341,0.062,0.016974675,0.03,Super Earth
HD 108236 d,9.25,6.98,15869.797,0.1074,0.03887748,0.06,Neptune-like
HD 108236 e,9.25,9.71,19225.525,0.1367,0.053661875,0.06,Neptune-like
HD 108236 f,9.25,4.72,12850.306999999999,0.1758,0.080766596,0.05,Super Earth
HD 108341 b,9.38,1113.0,81795.87,2.0,3.1,0.85,Gas Giant
HD 108863 b,7.71,767.652,82494.98,1.32,1.1983573,0.03,Gas Giant
HD 108874 b,8.76,451.56,84592.31,1.04,1.0800822,0.13,Gas Giant
HD 108874 c,8.76,314.82,85990.53,2.659,4.4,0.24,Gas Giant
HD 109246 b,8.751,273.48,86689.64,0.33,0.18699522,0.12,Gas Giant
HD 109271 b,8.04,17.162,26915.735,0.079,0.02162902,0.25,Neptune-like
HD 109271 c,8.04,24.154,32858.17,0.196,0.08459959,0.15,Neptune-like
HD 109286 b,8.78,950.82,81795.87,1.259,1.4,0.34,Gas Giant
HD 109749 b,8.08,85.86,69421.62299999999,0.0615,0.014236824,0.0,Gas Giant
HD 10975 b,5.94188,143.1,89486.08,0.95,0.77700204,0.44,Gas Giant
HD 109833 b,9.29,8.69,18037.038,,0.025188226,0.18,Neptune-like
HD 109833 c,9.29,7.22,16149.441,,0.038056124,0.3,Neptune-like
HD 109988 b,8.9,6729.02628,75503.88,12.511098,46.9,0.06,Gas Giant
HD 110014 b,4.64597,3526.62,77601.21,2.14,2.3,0.46,Gas Giant
HD 110082 b,9.23,10.3,19924.635,0.113,0.027926078,0.2,Neptune-like
HD 110113 b,10.09,4.55,13060.55,0.035,0.0068446267,0.09,Neptune-like
HD 110113 c,10.09,10.5,20134.368,0.068,0.0183436,0.05,Neptune-like
HD 110537 b,7.83,8649.45372,74105.66,16.589764,67.0,0.4,Gas Giant
HD 11112 b,7.13,2429.79666,78999.43,13.503729,47.2,0.29,Gas Giant
HD 111232 b,7.59,2628.2191199999997,78300.32,2.147271,3.2,0.21,Gas Giant
HD 111232 c,7.59,6088.8414,75503.88,17.20592,72.5,0.56,Gas Giant
HD 111591 b,6.417,1399.2,80397.65,2.5,2.9,0.26,Gas Giant
HD 111998 b,6.11006,1434.1799999999998,80397.65,1.82,2.3,0.03,Gas Giant
HD 112640 b,6.53649,1590.0,80397.65,1.7,1.7,0.24,Gas Giant
HD 113337 b,6.02078,1032.5650799999999,81795.87,1.021796,0.8695414,0.28,Gas Giant
HD 113337 c,6.02078,6272.35284,75503.88,6.82814,14.9,0.16,Gas Giant
HD 11343 c,7.88,253.52867999999998,86689.64,0.922152,0.6255989,0.17,Gas Giant
HD 113538 b,9.05,114.47999999999999,82494.98,1.24,1.8,0.14,Gas Giant
HD 113538 c,9.05,295.74,86689.64,2.44,5.0,0.2,Gas Giant
HD 113996 b,4.77044,2003.3999999999999,79698.54,1.6,1.7,0.28,Gas Giant
HD 114082 b,8.2,2544.0,69911.0,0.5109,0.30061603,0.4,Gas Giant
HD 114386 b,8.73,362.52,85291.42,1.73,2.6,0.23,Gas Giant
HD 114613 b,4.85,113.526,81795.87,5.34,11.0,0.46,Gas Giant
HD 114729 b,6.68,262.34999999999997,86689.64,2.067,3.1,0.08,Gas Giant
HD 114783 b,7.56,349.8,85990.53,1.16,1.351677,0.14,Gas Giant
HD 114783 c,7.56,194.298,88087.86,4.97,11.8,0.0,Gas Giant
HD 11505 b,7.43,2651.01336,78300.32,20.331533,89.5,0.14,Gas Giant
HD 11506 b,7.51,1717.7501399999999,79698.54,2.798425,4.4,0.39,Gas Giant
HD 11506 c,7.51,115.911,82494.98,0.749283,0.61327857,0.23,Gas Giant
HD 11506 d,7.51,2448.15798,78999.43,12.245208,40.3,0.06,Gas Giant
HD 115404 A b,6.50066,30.03873,37402.385,0.088127,0.028747434,0.23,Neptune-like
HD 115404 A c,6.50066,3301.3647,77601.21,11.294908,42.0,0.21,Gas Giant
HD 115954 b,8.34,2636.22,78300.32,5.0,10.1,0.49,Gas Giant
HD 116029 b,7.88,445.2,84592.31,1.65,1.8,0.0,Gas Giant
HD 116029 c,7.88,403.86,85291.42,,2.5,0.04,Gas Giant
HD 117207 b,7.26,612.468,83893.2,3.787,7.2,0.16,Gas Giant
HD 11755 b,6.88269,1790.34,79698.54,1.09,1.187406,0.19,Gas Giant
HD 117618 b,7.17,55.331999999999994,53551.826,0.18,0.07063655,0.15,Gas Giant
HD 118203 b,8.05,887.22,81935.692,0.07,0.01670089,0.31,Gas Giant
HD 11964 b,6.41525,197.796,88087.86,3.16,5.3,0.04,Gas Giant
HD 11964 c,6.41525,25.0,33557.28,0.229,0.10376455,0.3,Neptune-like
HD 11977 b,4.68,2079.72,78999.43,1.93,1.9,0.4,Gas Giant
HD 120084 b,5.90686,2440.75812,78999.43,4.332646,5.7,0.73,Gas Giant
HD 121504 b,7.54,480.18,84592.31,0.33,0.17330596,0.03,Gas Giant
HD 12235 b,5.88051,10.33369,19924.635,0.053918,0.012046544,0.38,Neptune-like
HD 12235 c,5.88051,3173.21706,77601.21,22.1877,99.6,0.17,Gas Giant
HD 122562 c,7.659,72.88878,62989.811,0.406294,0.23271732,0.23,Gas Giant
HD 124330 b,7.88,238.5,87388.75,0.86,0.74113625,0.34,Gas Giant
HD 12484 b,8.18,947.64,81795.87,0.297,0.16098562,0.07,Gas Giant
HD 125271 b,9.68,3516.0433199999998,77601.21,10.780317,40.8,0.17,Gas Giant
HD 125390 b,8.21,9170.45538,74105.66,3.49516,4.8,0.6,Gas Giant
HD 125595 b,9.03,6.3566,14960.954,0.08,0.026557151,0.0,Neptune-like
HD 125612 b,8.31,944.7843600000001,81795.87,1.348279,1.5,0.45,Gas Giant
HD 125612 c,8.31,15.17685,25028.138,0.051386,0.011498973,0.15,Neptune-like
HD 125612 d,8.31,2353.6611,78999.43,3.979432,7.7,0.11,Gas Giant
HD 12648 b,6.98656,623.28,83893.2,0.54,0.3657769,0.04,Gas Giant
HD 126525 b,7.85,75.366,64248.209,1.837,2.6,0.04,Gas Giant
HD 126614 b,8.81,120.0291,84592.31,2.248182,3.4,0.55,Gas Giant
HD 12661 b,7.43,772.74,82494.98,0.84,0.71923345,0.38,Gas Giant
HD 12661 c,7.43,576.216,83893.2,2.8145,4.7,0.03,Gas Giant
HD 127506 b,8.7,26.61699,34815.678,0.287149,0.18015058,0.24,Neptune-like
HD 128311 b,7.48,562.5419999999999,83893.2,1.084,1.2402464,0.3,Gas Giant
HD 128311 c,7.48,1204.902,81096.76,1.74,2.5,0.16,Gas Giant
HD 128356 b,8.2411,283.02,86689.64,0.87,0.8164271,0.57,Gas Giant
HD 129445 b,8.8,508.8,84592.31,2.9,5.0,0.7,Gas Giant
HD 130322 b,8.04,365.7,85291.42,0.0925,0.029295003,0.03,Gas Giant
HD 131496 b,7.8,572.4,83893.2,2.01,2.5,0.18,Gas Giant
HD 13167 b,8.34,1052.58,81795.87,4.1,7.2,0.56,Gas Giant
HD 13189 b,7.57,3482.1,77601.21,1.25,1.2911705,0.27,Gas Giant
HD 132406 b,8.45,1710.84,79698.54,1.98,2.7,0.34,Gas Giant
HD 132563 b,8.928001,473.82,84592.31,2.62,4.2,0.22,Gas Giant
HD 133131 A b,7.66,451.56,84592.31,1.44,1.8,0.33,Gas Giant
HD 133131 A c,7.66,133.56,89486.08,4.49,9.8,0.49,Gas Giant
HD 133131 B b,8.413,795.0,82494.98,6.15,15.8,0.61,Gas Giant
HD 134060 b,6.29,10.1,19714.902,0.0444,0.009034907,0.45,Neptune-like
HD 134060 c,6.29,29.29,36843.097,2.3928,3.5,0.11,Neptune-like
HD 134987 b,6.47,511.98,84592.31,0.81,0.7069131,0.23,Gas Giant
HD 134987 c,6.47,260.76,86689.64,5.8,13.7,0.12,Gas Giant
HD 135872 b,7.28103,1881.63144,79698.54,4.183784,6.6,0.16,Gas Giant
HD 136118 b,6.9456,4177.0254,76902.1,2.325263,3.3,0.34,Gas Giant
HD 136352 b,5.65,4.72,10601.344,0.0964,0.03175907,0.0,Super Earth
HD 136352 c,5.65,11.24,18176.86,0.1721,0.07556468,0.0,Neptune-like
HD 136352 d,5.65,8.82,16009.619,0.425,0.2934976,0.0,Neptune-like
HD 136418 b,7.849,680.5200000000001,83194.09,1.29,1.2711841,0.25,Gas Giant
HD 136925 b,7.91433,267.12,86689.64,5.13,12.4,0.1,Gas Giant
HD 13724 c,7.89,51.28386,51244.763,0.534309,0.38932237,0.65,Gas Giant
HD 137388 b,8.71,63.6,58165.952,0.89,0.9034908,0.36,Gas Giant
HD 137496 b,9.899,4.04,8346.01,0.02732,0.0043805614,0.0,Super Earth
HD 137496 c,9.899,2435.88,78999.43,1.2163,1.3138946,0.48,Gas Giant
HD 13808 b,8.36,11.2,20903.389,0.10519,0.03887748,0.07,Neptune-like
HD 13808 c,8.36,9.96,19505.169,0.2554,0.14729637,0.16,Neptune-like
HD 13908 b,7.52,275.07,86689.64,0.154,0.053114302,0.02,Gas Giant
HD 13908 c,7.52,1631.34,80397.65,2.03,2.6,0.12,Gas Giant
HD 13931 b,7.61,699.6,83194.09,5.15,11.6,0.02,Gas Giant
HD 139357 b,5.97272,6318.93666,75503.88,2.948979,3.1,0.1,Gas Giant
HD 1397 b,7.79,131.97,71728.686,0.1097,0.031485286,0.25,Gas Giant
HD 14067 b,6.53329,5004.4773,76202.99,5.250541,7.5,0.68,Gas Giant
HD 140901 b,6.01,14.64775,24468.85,0.084501,0.024640657,0.47,Neptune-like
HD 140901 c,6.01,1686.23952,79698.54,7.343138,20.3,0.61,Gas Giant
HD 141004 b,4.4154,13.63484,23490.096,0.1238,0.042436685,0.16,Neptune-like
HD 141399 b,7.20856,143.418,89486.08,0.415,0.25845313,0.04,Gas Giant
HD 141399 c,7.20856,422.94,85291.42,0.689,0.55304587,0.05,Gas Giant
HD 141399 d,7.20856,375.23999999999995,85291.42,2.09,2.9,0.07,Gas Giant
HD 141399 e,7.20856,209.88000000000002,87388.75,5.0,13.7,0.26,Gas Giant
HD 141937 b,7.25,3081.4199999999996,77601.21,1.5,1.8,0.41,Gas Giant
HD 142022 A b,7.7,1411.92,80397.65,2.93,5.3,0.53,Gas Giant
HD 142245 b,7.46,976.26,81795.87,2.78,3.6,0.0,Gas Giant
HD 142415 b,7.33,531.06,83893.2,1.06,1.0576317,0.5,Gas Giant
HD 142 A d,5.7,81.67194,67394.204,0.474065,0.29705682,0.13,Gas Giant
HD 142 b,5.7,395.73192,85291.42,1.038376,0.9620808,0.16,Gas Giant
HD 142 c,5.7,3523.23966,77601.21,9.815941,27.8,0.28,Gas Giant
HD 143105 b,6.77005,384.78,85291.42,0.0379,0.006023272,0.07,Gas Giant
HD 143361 b,9.2,1123.176,81096.76,1.988,2.8,0.2,Gas Giant
