nom,masse,rayon,rayonOrbite,periodeOrbite,type
HATS-31 b,279.84,114654.04,0.0478,0.009308693,Gas Giant
HATS-32 b,292.56,87318.839,0.04024,0.007665982,Gas Giant
HATS-33 b,379.056,85990.53,0.03727,0.0068446267,Gas Giant
HATS-34 b,299.238,99972.73,0.03166,0.0057494864,Gas Giant
HATS-35 b,388.596,102349.704,0.03199,0.004928131,Gas Giant
HATS-36 b,1022.6880000000001,80607.383,0.0523,0.011498973,Gas Giant
HATS-37 A b,31.46517,42366.066,0.04913,0.011772759,Neptune-like
HATS-38 b,23.51942,42925.354,0.05036,0.012046544,Neptune-like
HATS-39 b,200.34,109760.27,0.06007,0.012594113,Gas Giant
HATS-3 b,340.578,96547.091,0.0485,0.009582478,Gas Giant
HATS-40 b,505.62,110459.38,0.04997,0.009034907,Gas Giant
HATS-41 b,3084.6,92981.63,0.0583,0.011498973,Gas Giant
HATS-42 b,597.8399999999999,97875.4,0.03689,0.0062970566,Gas Giant
HATS-43 b,82.998,82494.98,0.04944,0.012046544,Gas Giant
HATS-44 b,178.08,74595.037,0.03649,0.0073921974,Gas Giant
HATS-45 b,222.6,89905.546,0.05511,0.011498973,Gas Giant
HATS-46 b,55.013999999999996,63129.633,0.05367,0.012867898,Gas Giant
HATS-47 b,117.342,78090.587,0.04269,0.010677618,Gas Giant
HATS-48 A b,77.274,55928.8,0.03769,0.008487337,Gas Giant
HATS-49 b,112.25399999999999,53481.915,0.04515,0.011225188,Gas Giant
HATS-4 b,420.714,71309.22,0.0362,0.0068446267,Gas Giant
HATS-50 b,124.02000000000001,78999.43,0.05046,0.010403832,Gas Giant
HATS-51 b,244.22400000000002,98574.51,0.04639,0.009034907,Gas Giant
HATS-52 b,712.32,96617.002,0.02498,0.003832991,Gas Giant
HATS-53 b,189.20999999999998,93680.74,0.04753,0.010677618,Gas Giant
HATS-54 b,239.454,70959.665,0.037,0.0068446267,Gas Giant
HATS-55 b,292.878,87458.661,0.05412,0.011498973,Gas Giant
HATS-56 b,191.436,118009.768,0.06043,0.011772759,Gas Giant
HATS-57 b,1000.746,79628.629,0.03493,0.006570842,Gas Giant
HATS-58 A b,327.54,76552.545,0.05798,0.011498973,Gas Giant
HATS-59 b,256.308,78719.786,0.06112,0.014784395,Gas Giant
HATS-59 c,4038.6,76902.1,2.504,3.9,Gas Giant
HATS-5 b,75.366,63758.832,0.0542,0.013141684,Gas Giant
HATS-60 b,210.51600000000002,80607.383,0.04708,0.009856262,Gas Giant
HATS-61 b,1081.2,83543.645,0.07908,0.021355236,Gas Giant
HATS-62 b,56.922,73756.105,0.04163,0.009034907,Gas Giant
HATS-63 b,305.28,84382.577,0.04026,0.008487337,Gas Giant
HATS-64 b,305.28,117380.569,0.06562,0.013415469,Gas Giant
HATS-65 b,261.078,104936.411,0.04497,0.008487337,Gas Giant
HATS-66 b,1694.94,98644.421,0.04714,0.008487337,Gas Giant
HATS-67 b,461.09999999999997,117800.035,0.03032,0.0043805614,Gas Giant
HATS-68 b,410.22,86130.352,0.05071,0.009856262,Gas Giant
HATS-69 b,183.486,66065.89499999999,0.03211,0.006023272,Gas Giant
HATS-6 b,101.44200000000001,69771.178,0.03623,0.009034907,Gas Giant
HATS-70 b,4102.2,96756.824,0.03632,0.005201916,Gas Giant
HATS-71 b,117.66,71588.864,0.03745,0.010403832,Gas Giant
HATS-72 b,39.85588,50475.742,0.066517,0.019986311,Gas Giant
HATS-74 A b,464.28,72148.152,0.02384,0.0046543465,Gas Giant
HATS-75 b,156.138,61801.324,0.032742,0.007665982,Gas Giant
HATS-76 b,836.022,75433.969,0.02658,0.005201916,Gas Giant
HATS-77 b,436.932,81446.315,0.03607,0.008487337,Gas Giant
HATS-7 b,38.1396,39359.893,0.04012,0.008761123,Gas Giant
HATS-8 b,43.884,61032.303,0.04667,0.009856262,Gas Giant
HATS-9 b,266.166,86409.996,0.0312,0.005201916,Gas Giant
HD 100546 b,239136.0,482385.9,53.0,249.2,Gas Giant
HD 100655 b,511.98,84592.31,0.68,0.4314853,Gas Giant
HD 100777 b,327.54,85990.53,1.03,1.0505134,Gas Giant
HD 10180 c,13.1,22930.808,0.06412,0.015879534,Neptune-like
HD 10180 d,11.75,21532.588,0.12859,0.044900753,Neptune-like
HD 10180 e,25.1,33627.191,0.2699,0.13607119,Neptune-like
HD 10180 f,23.9,32718.348,0.4929,0.33593428,Neptune-like
HD 10180 g,21.4,30621.018,1.427,1.7,Neptune-like
HD 10180 h,64.554,58585.418,3.381,6.0,Gas Giant
HD 101930 b,79.5,66345.53899999999,0.3,0.19301848,Gas Giant
HD 102117 b,54.06,52852.716,0.15,0.056947295,Gas Giant
HD 102195 b,130.38,88786.97,0.05,0.011225188,Gas Giant
HD 102272 b,1570.92,80397.65,0.51,0.34934977,Gas Giant
HD 102329 b,2594.88,78300.32,1.81,2.1,Gas Giant
HD 102365 b,16.0,25797.159,0.46,0.33429158,Neptune-like
HD 102843 b,113.96166000000001,81795.87,4.074,8.5,Gas Giant
HD 102956 b,305.28,85990.53,0.0807,0.01779603,Gas Giant
HD 103197 b,28.6047,36353.72,0.25,0.13086927,Neptune-like
HD 103720 b,197.16,88087.86,0.0498,0.012594113,Gas Giant
HD 103774 b,116.706,83194.09,0.07,0.01615332,Gas Giant
HD 103891 b,457.91999999999996,84592.31,3.27,5.3,Gas Giant
HD 103949 b,11.2,20903.389,0.439,0.33100617,Neptune-like
HD 104067 b,50.88,50965.119,0.26,0.15277207,Gas Giant
HD 10442 b,472.86600000000004,84592.31,2.01,2.8,Gas Giant
HD 104985 b,2639.4,78300.32,0.95,0.5462012,Gas Giant
HD 105618 b,25.14472,33697.102,0.09124,0.027378507,Neptune-like
HD 105618 c,8554.88688,74804.77,35.74703,211.3,Gas Giant
HD 105779 b,203.52,88087.86,3.38,6.6,Gas Giant
HD 106252 b,3180.0,77601.21,2.61,4.2,Gas Giant
HD 106270 b,3221.34,77601.21,3.34,5.2,Gas Giant
HD 106315 b,12.6,15240.598,0.0907,0.026283368,Super Earth
HD 106315 c,15.2,27125.468,0.1536,0.057768654,Neptune-like
HD 10647 b,298.91999999999996,85990.53,2.015,2.7,Gas Giant
HD 106515 A b,3520.8642,77601.21,4.496414,9.8,Gas Giant
HD 106906 b,3498.0,77601.21,650.0,13538.6,Gas Giant
HD 10697 b,1915.62246,79698.54,2.050268,2.9,Gas Giant
HD 107148 b,66.78,59843.816,0.269,0.13169062,Gas Giant
HD 107148 c,19.89606,29362.62,0.1407,0.050102666,Neptune-like
HD 108147 b,82.998,68023.40299999999,0.102,0.029842572,Gas Giant
HD 108236 b,3.24,10289.164999999999,0.04527,0.010403832,Super Earth
HD 108236 c,4.94,13194.341,0.062,0.016974675,Super Earth
HD 108236 d,6.98,15869.797,0.1074,0.03887748,Neptune-like
HD 108236 e,9.71,19225.525,0.1367,0.053661875,Neptune-like
HD 108236 f,4.72,12850.306999999999,0.1758,0.080766596,Super Earth
HD 108341 b,1113.0,81795.87,2.0,3.1,Gas Giant
HD 108863 b,767.652,82494.98,1.32,1.1983573,Gas Giant
HD 108874 b,451.56,84592.31,1.04,1.0800822,Gas Giant
HD 108874 c,314.82,85990.53,2.659,4.4,Gas Giant
HD 109246 b,273.48,86689.64,0.33,0.18699522,Gas Giant
HD 109271 b,17.162,26915.735,0.079,0.02162902,Neptune-like
HD 109271 c,24.154,32858.17,0.196,0.08459959,Neptune-like
HD 109286 b,950.82,81795.87,1.259,1.4,Gas Giant
HD 109749 b,85.86,69421.62299999999,0.0615,0.014236824,Gas Giant
HD 10975 b,143.1,89486.08,0.95,0.77700204,Gas Giant
HD 109988 b,6729.02628,75503.88,12.511098,46.9,Gas Giant
HD 110014 b,3526.62,77601.21,2.14,2.3,Gas Giant
HD 110082 b,10.3,19924.635,0.113,0.027926078,Neptune-like
HD 110113 b,4.55,13060.55,0.035,0.0068446267,Neptune-like
HD 110113 c,10.5,20134.368,0.068,0.0183436,Neptune-like
HD 110537 b,8649.45372,74105.66,16.589764,67.0,Gas Giant
HD 11112 b,2429.79666,78999.43,13.503729,47.2,Gas Giant
HD 111232 b,2628.2191199999997,78300.32,2.147271,3.2,Gas Giant
HD 111232 c,6088.8414,75503.88,17.20592,72.5,Gas Giant
HD 111591 b,1399.2,80397.65,2.5,2.9,Gas Giant
HD 111998 b,1434.1799999999998,80397.65,1.82,2.3,Gas Giant
HD 112640 b,1590.0,80397.65,1.7,1.7,Gas Giant
HD 113337 b,1032.5650799999999,81795.87,1.021796,0.8695414,Gas Giant
HD 113337 c,6272.35284,75503.88,6.82814,14.9,Gas Giant
HD 11343 c,253.52867999999998,86689.64,0.922152,0.6255989,Gas Giant
HD 113538 b,114.47999999999999,82494.98,1.24,1.8,Gas Giant
HD 113538 c,295.74,86689.64,2.44,5.0,Gas Giant
HD 113996 b,2003.3999999999999,79698.54,1.6,1.7,Gas Giant
HD 114082 b,2544.0,69911.0,0.5109,0.30061603,Gas Giant
HD 114386 b,362.52,85291.42,1.73,2.6,Gas Giant
HD 114613 b,113.526,81795.87,5.34,11.0,Gas Giant
HD 114729 b,262.34999999999997,86689.64,2.067,3.1,Gas Giant
HD 114783 b,349.8,85990.53,1.16,1.351677,Gas Giant
HD 114783 c,194.298,88087.86,4.97,11.8,Gas Giant
HD 11505 b,2651.01336,78300.32,20.331533,89.5,Gas Giant
HD 11506 b,1717.7501399999999,79698.54,2.798425,4.4,Gas Giant
HD 11506 c,115.911,82494.98,0.749283,0.61327857,Gas Giant
HD 11506 d,2448.15798,78999.43,12.245208,40.3,Gas Giant
HD 115404 A b,30.03873,37402.385,0.088127,0.028747434,Neptune-like
HD 115404 A c,3301.3647,77601.21,11.294908,42.0,Gas Giant
HD 115954 b,2636.22,78300.32,5.0,10.1,Gas Giant
HD 116029 b,445.2,84592.31,1.65,1.8,Gas Giant
HD 117207 b,612.468,83893.2,3.787,7.2,Gas Giant
HD 11755 b,1790.34,79698.54,1.09,1.187406,Gas Giant
HD 117618 b,55.331999999999994,53551.826,0.18,0.07063655,Gas Giant
HD 118203 b,887.22,81935.692,0.07,0.01670089,Gas Giant
HD 11964 b,197.796,88087.86,3.16,5.3,Gas Giant
HD 11964 c,25.0,33557.28,0.229,0.10376455,Neptune-like
HD 11977 b,2079.72,78999.43,1.93,1.9,Gas Giant
HD 120084 b,2440.75812,78999.43,4.332646,5.7,Gas Giant
HD 121504 b,480.18,84592.31,0.33,0.17330596,Gas Giant
HD 12235 b,10.33369,19924.635,0.053918,0.012046544,Neptune-like
HD 12235 c,3173.21706,77601.21,22.1877,99.6,Gas Giant
HD 122562 c,72.88878,62989.811,0.406294,0.23271732,Gas Giant
HD 124330 b,238.5,87388.75,0.86,0.74113625,Gas Giant
HD 12484 b,947.64,81795.87,0.297,0.16098562,Gas Giant
HD 125271 b,3516.0433199999998,77601.21,10.780317,40.8,Gas Giant
HD 125390 b,9170.45538,74105.66,3.49516,4.8,Gas Giant
HD 125595 b,6.3566,14960.954,0.08,0.026557151,Neptune-like
HD 125612 b,944.7843600000001,81795.87,1.348279,1.5,Gas Giant
HD 125612 c,15.17685,25028.138,0.051386,0.011498973,Neptune-like
HD 125612 d,2353.6611,78999.43,3.979432,7.7,Gas Giant
HD 12648 b,623.28,83893.2,0.54,0.3657769,Gas Giant
HD 126525 b,75.366,64248.209,1.837,2.6,Gas Giant
HD 126614 b,120.0291,84592.31,2.248182,3.4,Gas Giant
HD 12661 b,772.74,82494.98,0.84,0.71923345,Gas Giant
HD 12661 c,576.216,83893.2,2.8145,4.7,Gas Giant
HD 127506 b,26.61699,34815.678,0.287149,0.18015058,Neptune-like
HD 128311 b,562.5419999999999,83893.2,1.084,1.2402464,Gas Giant
HD 128311 c,1204.902,81096.76,1.74,2.5,Gas Giant
HD 128356 b,283.02,86689.64,0.87,0.8164271,Gas Giant
HD 129445 b,508.8,84592.31,2.9,5.0,Gas Giant
HD 130322 b,365.7,85291.42,0.0925,0.029295003,Gas Giant
HD 131496 b,572.4,83893.2,2.01,2.5,Gas Giant
HD 13167 b,1052.58,81795.87,4.1,7.2,Gas Giant
HD 13189 b,3482.1,77601.21,1.25,1.2911705,Gas Giant
HD 132406 b,1710.84,79698.54,1.98,2.7,Gas Giant
HD 132563 b,473.82,84592.31,2.62,4.2,Gas Giant
HD 133131 A b,451.56,84592.31,1.44,1.8,Gas Giant
HD 133131 A c,133.56,89486.08,4.49,9.8,Gas Giant
HD 133131 B b,795.0,82494.98,6.15,15.8,Gas Giant
HD 134060 b,10.1,19714.902,0.0444,0.009034907,Neptune-like
HD 134060 c,29.29,36843.097,2.3928,3.5,Neptune-like
HD 134987 b,511.98,84592.31,0.81,0.7069131,Gas Giant
HD 134987 c,260.76,86689.64,5.8,13.7,Gas Giant
HD 135872 b,1881.63144,79698.54,4.183784,6.6,Gas Giant
HD 136118 b,4177.0254,76902.1,2.325263,3.3,Gas Giant
HD 136352 b,4.72,10601.344,0.0964,0.03175907,Super Earth
HD 136352 c,11.24,18176.86,0.1721,0.07556468,Neptune-like
HD 136352 d,8.82,16009.619,0.425,0.2934976,Neptune-like
HD 136418 b,680.5200000000001,83194.09,1.29,1.2711841,Gas Giant
HD 136925 b,267.12,86689.64,5.13,12.4,Gas Giant
HD 13724 c,51.28386,51244.763,0.534309,0.38932237,Gas Giant
HD 137388 b,63.6,58165.952,0.89,0.9034908,Gas Giant
HD 137496 b,4.04,8346.01,0.02732,0.0043805614,Super Earth
HD 137496 c,2435.88,78999.43,1.2163,1.3138946,Gas Giant
HD 13808 b,11.2,20903.389,0.10519,0.03887748,Neptune-like
HD 13808 c,9.96,19505.169,0.2554,0.14729637,Neptune-like
HD 13908 b,275.07,86689.64,0.154,0.053114302,Gas Giant
HD 13908 c,1631.34,80397.65,2.03,2.6,Gas Giant
HD 13931 b,699.6,83194.09,5.15,11.6,Gas Giant
HD 139357 b,6318.93666,75503.88,2.948979,3.1,Gas Giant
HD 1397 b,131.97,71728.686,0.1097,0.031485286,Gas Giant
HD 14067 b,5004.4773,76202.99,5.250541,7.5,Gas Giant
HD 140901 b,14.64775,24468.85,0.084501,0.024640657,Neptune-like
HD 140901 c,1686.23952,79698.54,7.343138,20.3,Gas Giant
HD 141004 b,13.63484,23490.096,0.1238,0.042436685,Neptune-like
HD 141399 b,143.418,89486.08,0.415,0.25845313,Gas Giant
HD 141399 c,422.94,85291.42,0.689,0.55304587,Gas Giant
HD 141399 d,375.23999999999995,85291.42,2.09,2.9,Gas Giant
HD 141399 e,209.88000000000002,87388.75,5.0,13.7,Gas Giant
HD 141937 b,3081.4199999999996,77601.21,1.5,1.8,Gas Giant
HD 142022 A b,1411.92,80397.65,2.93,5.3,Gas Giant
HD 142245 b,976.26,81795.87,2.78,3.6,Gas Giant
HD 142415 b,531.06,83893.2,1.06,1.0576317,Gas Giant
HD 142 A d,81.67194,67394.204,0.474065,0.29705682,Gas Giant
HD 142 b,395.73192,85291.42,1.038376,0.9620808,Gas Giant
HD 142 c,3523.23966,77601.21,9.815941,27.8,Gas Giant
HD 143105 b,384.78,85291.42,0.0379,0.006023272,Gas Giant
HD 143361 b,1123.176,81096.76,1.988,2.8,Gas Giant
HD 144899 b,20.42286,29782.086,0.242129,0.110609174,Neptune-like
HD 145377 b,1914.36,79698.54,0.45,0.28473648,Gas Giant
HD 145457 b,709.14,83194.09,0.76,0.4826831,Gas Giant
HD 145675 c,1583.80218,80397.65,11.938641,43.1,Gas Giant
HD 145934 b,763.0092,82494.98,4.888326,7.5,Gas Giant
HD 1461 b,6.44,15100.776,0.0634,0.015879534,Neptune-like
HD 1461 c,5.59,14207.33,0.1117,0.036960986,Neptune-like
HD 147018 b,674.1600000000001,83194.09,0.2388,0.12101301,Gas Giant
HD 147018 c,2086.08,78999.43,1.922,2.8,Gas Giant
HD 147379 b,28.55,36283.809,0.323,0.23764546,Neptune-like
HD 147513 b,384.78,85291.42,1.32,1.4,Gas Giant
HD 147873 b,1634.52,80397.65,0.522,0.3192334,Gas Giant
HD 147873 c,731.4,83194.09,1.36,1.3456537,Gas Giant
HD 14787 b,356.478,85990.53,1.7,1.9,Gas Giant
HD 148156 b,270.3,86689.64,2.45,2.8,Gas Giant
HD 148164 b,391.14,85291.42,0.993,0.8996578,Gas Giant
HD 148164 c,1640.88,80397.65,6.15,13.9,Gas Giant
HD 148427 b,413.40000000000003,85291.42,1.04,0.90759754,Gas Giant
HD 149026 b,120.84,51734.14,0.04364,0.007939767,Gas Giant
HD 149143 b,422.94,85291.42,0.053,0.011225188,Gas Giant
HD 149806 b,3880.1724,76902.1,12.278296,45.3,Gas Giant
HD 150010 b,763.1999999999999,82494.98,1.4,1.5,Gas Giant
HD 1502 b,874.5,82494.98,1.262,1.173169,Gas Giant
HD 150706 b,861.78,82494.98,6.7,16.1,Gas Giant
HD 151450 b,37.24604,42435.977,0.159926,0.05995893,Neptune-like
HD 151450 c,1634.99064,80397.65,14.10056,49.7,Gas Giant
HD 152079 b,846.198,82494.98,4.187,8.0,Gas Giant
HD 152581 b,594.342,83893.2,1.66,1.9,Gas Giant
HD 152843 b,11.56,21252.944,0.1053,0.03175907,Neptune-like
HD 15337 b,7.51,10448.439999999999,0.0522,0.013141684,Super Earth
HD 15337 c,8.11,14891.043,0.1268,0.047091037,Super Earth
HD 153557 b,20.05856,29502.442,0.068049,0.019986311,Neptune-like
HD 153557 c,17.30766,27055.557,0.111312,0.041889116,Neptune-like
HD 153557 d,8685.1683,74105.66,21.34978,111.4,Gas Giant
HD 153950 b,938.1,81795.87,1.28,1.3672826,Gas Giant
HD 154088 b,6.6,15310.509,0.134,0.050924025,Neptune-like
HD 154345 b,260.76,86689.64,4.21,9.2,Gas Giant
HD 154672 b,1707.66,79698.54,0.6,0.44873372,Gas Giant
HD 154857 b,779.1,82494.98,1.29,1.1186858,Gas Giant
HD 154857 c,820.44,82494.98,5.36,9.5,Gas Giant
HD 155193 b,238.5,87388.75,1.04,0.96564,Gas Giant
HD 155233 b,826.8000000000001,82494.98,2.0,2.2,Gas Giant
HD 155358 b,314.82,85990.53,0.63,0.5319644,Gas Giant
HD 155358 c,260.76,86689.64,1.02,1.0729637,Gas Giant
HD 155918 b,7.50192,16498.996,0.030046,0.005201916,Neptune-like
HD 155918 c,1850.8554,79698.54,13.125939,47.1,Gas Giant
HD 156098 b,17.14419,26845.824,0.166479,0.05995893,Neptune-like
HD 156098 c,1662.4022400000001,79698.54,8.301568,21.5,Gas Giant
HD 156279 b,2996.84154,78300.32,0.501896,0.36522928,Gas Giant
HD 156279 c,3208.7440199999996,77601.21,5.484633,13.2,Gas Giant
HD 156411 b,235.32,87388.75,1.88,2.3,Gas Giant
HD 156668 b,4.15,11913.77,0.05,0.012594113,Super Earth
HD 156668 c,31.4968,38451.05,1.57,2.2,Neptune-like
HD 156846 b,3393.06,77601.21,1.12,0.98425734,Gas Giant
HD 158038 b,486.54,84592.31,1.5,1.4,Gas Giant
HD 158996 b,4452.0,76902.1,2.1,2.2,Gas Giant
HD 159243 b,359.34,85291.42,0.11,0.034496922,Gas Giant
HD 159243 c,604.1999999999999,83893.2,0.8,0.68008214,Gas Giant
HD 159868 b,705.324,83194.09,2.32,3.2,Gas Giant
HD 159868 c,244.22400000000002,87388.75,1.032,0.9609856,Gas Giant
HD 1605 b,297.012,85990.53,1.492,1.6,Gas Giant
HD 1605 c,1151.16,81096.76,3.584,5.9,Gas Giant
HD 160691 d,10.17,19784.813,0.09286,0.026283368,Neptune-like
HD 161178 b,181.26,88087.86,0.85,0.7646817,Gas Giant
HD 16141 b,82.68,67883.58099999999,0.36,0.20670773,Gas Giant
HD 16175 b,1621.8,80397.65,2.12,2.7,Gas Giant
HD 162020 b,3129.12,77601.21,0.08,0.022997946,Gas Giant
HD 163607 b,249.1848,86689.64,0.362,0.20588636,Gas Giant
HD 163607 c,699.918,83194.09,2.39,3.5,Gas Giant
HD 16417 b,22.1,31180.306,0.14,0.047091037,Neptune-like
HD 164509 b,140.874,89486.08,0.87,0.7671458,Gas Giant
HD 164595 b,16.14,25936.981,0.23,0.10951403,Neptune-like
HD 164604 b,635.33856,83194.09,1.331,1.8,Gas Giant
HD 164922 b,116.06046,83194.09,2.16,3.3,Gas Giant
HD 164922 c,13.0,22860.897,0.341,0.20725529,Neptune-like
HD 164922 d,4.0,11658.93,0.103,0.034223136,Super Earth
HD 164922 e,10.52012,20134.368,0.2292,0.11444216,Neptune-like
HD 165155 b,919.0200000000001,82494.98,1.13,1.1895962,Gas Giant
HD 1666 b,2044.74,78999.43,0.94,0.7392197,Gas Giant
HD 166724 b,1122.54,81096.76,5.42,14.1,Gas Giant
HD 167042 b,540.6,83893.2,1.32,1.1520876,Gas Giant
HD 167768 b,270.3,86689.64,0.1512,0.056673512,Gas Giant
HD 168009 b,9.53485,19015.792,0.1192,0.041341547,Neptune-like
HD 168443 b,2424.1458,78999.43,0.292241,0.15906912,Gas Giant
HD 168443 c,5736.53238,75503.88,2.840843,4.8,Gas Giant
HD 168746 b,85.86,69421.62299999999,0.07,0.017522246,Gas Giant
HD 168863 b,2147.48898,78999.43,10.932103,40.5,Gas Giant
HD 16905 b,2887.00752,78300.32,6.469422,18.4,Gas Giant
HD 1690 b,2795.22,78300.32,1.36,1.5,Gas Giant
HD 169830 b,804.01212,82494.98,0.764552,0.6179329,Gas Giant
HD 169830 c,2261.08494,78999.43,3.073402,5.0,Gas Giant
HD 170469 b,209.88000000000002,87388.75,2.24,3.1,Gas Giant
HD 17092 b,3221.34,77601.21,1.31,0.98535246,Gas Giant
HD 171028 b,833.1600000000001,82494.98,1.32,1.5,Gas Giant
HD 171238 b,2798.4,78300.32,2.57,4.2,Gas Giant
HD 17156 b,1116.1799999999998,76902.1,0.16278,0.05804244,Gas Giant
HD 173416 b,858.6,82494.98,1.16,0.8859685,Gas Giant
HD 174205 b,1335.6000000000001,81096.76,1.7,1.6,Gas Giant
HD 175167 b,2162.7974999999997,78999.43,2.306105,3.5,Gas Giant
HD 175541 b,190.164,88087.86,0.975,0.81697464,Gas Giant
HD 17674 b,276.66,86689.64,1.42,1.7,Gas Giant
HD 176986 b,5.74,14122.022,0.06296,0.01779603,Neptune-like
HD 176986 c,9.18,18596.326,0.11878,0.04599589,Neptune-like
HD 177565 b,15.1,24958.227,0.246,0.12183436,Neptune-like
HD 177830 b,537.42,83893.2,1.14,1.1227926,Gas Giant
HD 177830 c,47.699999999999996,49077.522,0.5137,0.30362767,Gas Giant
HD 178911 B b,2553.54,78300.32,0.34,0.19575633,Gas Giant
HD 179079 b,25.74423,34116.568,0.1214,0.039698835,Neptune-like
HD 179949 b,291.288,86689.64,0.0443,0.008487337,Gas Giant
HD 180053 b,697.692,83194.09,0.843,0.5850787,Gas Giant
HD 18015 b,1011.24,81795.87,3.87,6.2,Gas Giant
HD 180314 b,6401.339999999999,75503.88,1.46,1.0841889,Gas Giant
HD 180617 b,12.214,22021.965,0.343,0.2899384,Neptune-like
HD 180902 b,535.83,83893.2,1.4,1.4,Gas Giant
HD 181234 b,2982.62376,78300.32,7.420228,20.8,Gas Giant
HD 181342 b,807.72,82494.98,1.592,1.5,Gas Giant
HD 181433 b,6.3566,14960.954,0.08,0.025735795,Neptune-like
HD 181433 c,203.52,88087.86,1.76,2.6,Gas Giant
HD 181433 d,171.72,88786.97,3.0,6.0,Gas Giant
HD 18143 b,10.50968,20134.368,0.087639,0.028199865,Neptune-like
HD 18143 c,3117.12504,77601.21,17.521435,79.4,Gas Giant
HD 181720 b,127.2,87388.75,1.85,2.6,Gas Giant
HD 183263 b,1102.63002,81795.87,1.459291,1.7,Gas Giant
HD 183263 c,2960.6277,78300.32,5.581571,12.8,Gas Giant
HD 183579 b,19.7,22161.787,0.1334,0.04791239,Neptune-like
HD 184010 b,98.58,75503.88,0.94,0.784668,Gas Giant
HD 184010 c,95.39999999999999,74105.66,1.334,1.3259411,Gas Giant
HD 184010 d,143.1,89486.08,1.92,2.3,Gas Giant
HD 185269 b,321.18,85990.53,0.077,0.018617386,Gas Giant
HD 18599 b,24.1,16219.352,0.048,0.011225188,Neptune-like
HD 187085 b,265.848,86689.64,2.1,2.8,Gas Giant
HD 187123 b,166.314,88786.97,0.0426,0.008487337,Gas Giant
HD 187123 c,632.82,83194.09,4.89,10.4,Gas Giant
HD 18742 b,1081.2,81795.87,1.82,2.1,Gas Giant
HD 188015 b,477.0,84592.31,1.203,1.2626969,Gas Giant
HD 188641 b,9267.62982,74105.66,11.958319,40.0,Gas Giant
HD 189567 b,8.5,17757.394,0.111,0.039151266,Neptune-like
HD 189567 c,7.0,15869.797,0.197,0.092265576,Neptune-like
HD 189733 b,359.34,78999.43,0.03126,0.006023272,Gas Giant
HD 190007 b,16.46,26216.625,0.092,0.032032855,Neptune-like
HD 190228 b,1727.7576000000001,79698.54,2.405224,3.1,Gas Giant
HD 190360 b,572.4,83893.2,3.9,7.8,Gas Giant
HD 190360 c,19.069,28593.599,0.1304,0.04681725,Neptune-like
HD 190647 b,631.23,83194.09,2.231,3.2,Gas Giant
HD 190984 b,985.8000000000001,81795.87,5.5,13.4,Gas Giant
HD 191806 b,2970.47616,78300.32,2.746858,4.4,Gas Giant
HD 191939 b,10.0,21252.944,0.0804,0.02436687,Neptune-like
HD 191939 c,8.0,19924.635,0.1752,0.07830253,Neptune-like
HD 191939 d,2.8,18666.237,0.2132,0.105133474,Neptune-like
HD 191939 e,112.26036,81096.76,0.407,0.2767967,Gas Giant
HD 191939 f,660.3556199999999,83194.09,3.2,6.0,Gas Giant
HD 191939 g,13.5,23350.274,0.812,0.7775496,Neptune-like
HD 192263 b,178.08,88087.86,0.15,0.06680356,Gas Giant
HD 192310 b,16.9,26636.091,0.32,0.20451744,Neptune-like
HD 192310 c,24.0,32788.259,1.18,1.4,Neptune-like
HD 192699 b,666.528,83194.09,1.063,0.93333334,Gas Giant
HD 194490 b,3581.9551800000004,77601.21,11.043187,35.9,Gas Giant
HD 195019 b,1265.64,81096.76,0.14,0.049828887,Gas Giant
HD 196050 b,1011.24,81795.87,2.51,3.8,Gas Giant
HD 196067 b,3975.0,76902.1,5.02,10.0,Gas Giant
HD 19615 b,2703.0,78300.32,1.1,1.100616,Gas Giant
HD 196885 A b,820.44,82494.98,2.37,3.7,Gas Giant
HD 197037 b,251.22,86689.64,2.07,2.8,Gas Giant
HD 199509 b,42.888659999999994,46141.26,0.425988,0.27268994,Gas Giant
HD 19994 b,435.66,84592.31,1.305,1.276386,Gas Giant
HD 20003 b,11.66,21392.766,0.0974,0.03230664,Neptune-like
HD 20003 c,14.44,24259.117,0.1964,0.09281315,Neptune-like
HD 200964 b,508.48199999999997,84592.31,1.565,1.7,Gas Giant
HD 200964 c,386.05199999999996,85291.42,1.96,2.3,Gas Giant
HD 202206 c,5692.2,75503.88,2.41,3.5,Gas Giant
HD 202772 A b,323.40599999999995,108012.495,0.05208,0.009034907,Gas Giant
HD 203030 b,3498.0,90185.19,487.1,11094.6,Gas Giant
HD 20329 b,7.42,10958.119999999999,0.018,0.0024640656,Super Earth
HD 203387 b,1111.092,81795.87,1.768964,1.4,Gas Giant
HD 203387 c,2377.07226,78999.43,5.068253,6.8,Gas Giant
HD 203473 b,2480.4,78300.32,2.73,4.3,Gas Giant
HD 2039 b,2000.22,79698.54,2.2,3.1,Gas Giant
HD 204313 b,1554.3871800000002,80397.65,3.183074,5.6,Gas Giant
HD 204313 c,17.20043,26915.735,0.211213,0.09582478,Neptune-like
HD 204313 e,4843.62018,76202.99,7.444845,20.1,Gas Giant
