nom,masse,rayon,periodeOrbite,type
HATS-65 b,261.078,104936.411,0.008487337,Geante gazeuse
HATS-66 b,1694.94,98644.421,0.008487337,Geante gazeuse
HATS-67 b,461.09999999999997,117800.035,0.0043805614,Geante gazeuse
HATS-68 b,410.22,86130.352,0.009856262,Geante gazeuse
HATS-69 b,183.486,66065.89499999999,0.006023272,Geante gazeuse
HATS-6 b,101.44200000000001,69771.178,0.009034907,Geante gazeuse
HATS-70 b,4102.2,96756.824,0.005201916,Geante gazeuse
HATS-71 b,117.66,71588.864,0.010403832,Geante gazeuse
HATS-72 b,39.85588,50475.742,0.019986311,Geante gazeuse
HATS-74 A b,464.28,72148.152,0.0046543465,Geante gazeuse
HATS-75 b,156.138,61801.324,0.007665982,Geante gazeuse
HATS-76 b,836.022,75433.969,0.005201916,Geante gazeuse
HATS-77 b,436.932,81446.315,0.008487337,Geante gazeuse
HATS-7 b,38.1396,39359.893,0.008761123,Geante gazeuse
HATS-8 b,43.884,61032.303,0.009856262,Geante gazeuse
HATS-9 b,266.166,86409.996,0.005201916,Geante gazeuse
HD 100546 b,239136.0,482385.9,249.2,Geante gazeuse
HD 100655 b,511.98,84592.31,0.4314853,Geante gazeuse
HD 100777 b,327.54,85990.53,1.0505134,Geante gazeuse
HD 10180 c,13.1,22930.808,0.015879534,Geante de glace
HD 10180 d,11.75,21532.588,0.044900753,Geante de glace
HD 10180 e,25.1,33627.191,0.13607119,Geante de glace
HD 10180 f,23.9,32718.348,0.33593428,Geante de glace
HD 10180 g,21.4,30621.018,1.7,Geante de glace
HD 10180 h,64.554,58585.418,6.0,Geante gazeuse
HD 101930 b,79.5,66345.53899999999,0.19301848,Geante gazeuse
HD 102117 b,54.06,52852.716,0.056947295,Geante gazeuse
HD 102195 b,130.38,88786.97,0.011225188,Geante gazeuse
HD 102272 b,1570.92,80397.65,0.34934977,Geante gazeuse
HD 102329 b,2594.88,78300.32,2.1,Geante gazeuse
HD 102365 b,16.0,25797.159,0.33429158,Geante de glace
HD 102843 b,113.96166000000001,81795.87,8.5,Geante gazeuse
HD 102956 b,305.28,85990.53,0.01779603,Geante gazeuse
HD 103197 b,28.6047,36353.72,0.13086927,Geante de glace
HD 103720 b,197.16,88087.86,0.012594113,Geante gazeuse
HD 103774 b,116.706,83194.09,0.01615332,Geante gazeuse
HD 103891 b,457.91999999999996,84592.31,5.3,Geante gazeuse
HD 103949 b,11.2,20903.389,0.33100617,Geante de glace
HD 104067 b,50.88,50965.119,0.15277207,Geante gazeuse
HD 10442 b,472.86600000000004,84592.31,2.8,Geante gazeuse
HD 104985 b,2639.4,78300.32,0.5462012,Geante gazeuse
HD 105618 b,25.14472,33697.102,0.027378507,Geante de glace
HD 105618 c,8554.88688,74804.77,211.3,Geante gazeuse
HD 105779 b,203.52,88087.86,6.6,Geante gazeuse
HD 106252 b,3180.0,77601.21,4.2,Geante gazeuse
HD 106270 b,3221.34,77601.21,5.2,Geante gazeuse
HD 106315 b,12.6,15240.598,0.026283368,Super Terre
HD 106315 c,15.2,27125.468,0.057768654,Geante de glace
HD 10647 b,298.91999999999996,85990.53,2.7,Geante gazeuse
HD 106515 A b,3520.8642,77601.21,9.8,Geante gazeuse
HD 106906 b,3498.0,77601.21,13538.6,Geante gazeuse
HD 10697 b,1915.62246,79698.54,2.9,Geante gazeuse
HD 107148 b,66.78,59843.816,0.13169062,Geante gazeuse
HD 107148 c,19.89606,29362.62,0.050102666,Geante de glace
HD 108147 b,82.998,68023.40299999999,0.029842572,Geante gazeuse
HD 108236 b,3.24,10289.164999999999,0.010403832,Super Terre
HD 108236 c,4.94,13194.341,0.016974675,Super Terre
HD 108236 d,6.98,15869.797,0.03887748,Geante de glace
HD 108236 e,9.71,19225.525,0.053661875,Geante de glace
HD 108236 f,4.72,12850.306999999999,0.080766596,Super Terre
HD 108341 b,1113.0,81795.87,3.1,Geante gazeuse
HD 108863 b,767.652,82494.98,1.1983573,Geante gazeuse
HD 108874 b,451.56,84592.31,1.0800822,Geante gazeuse
HD 108874 c,314.82,85990.53,4.4,Geante gazeuse
HD 109246 b,273.48,86689.64,0.18699522,Geante gazeuse
HD 109271 b,17.162,26915.735,0.02162902,Geante de glace
HD 109271 c,24.154,32858.17,0.08459959,Geante de glace
HD 109286 b,950.82,81795.87,1.4,Geante gazeuse
HD 109749 b,85.86,69421.62299999999,0.014236824,Geante gazeuse
HD 10975 b,143.1,89486.08,0.77700204,Geante gazeuse
HD 109988 b,6729.02628,75503.88,46.9,Geante gazeuse
HD 110014 b,3526.62,77601.21,2.3,Geante gazeuse
HD 110082 b,10.3,19924.635,0.027926078,Geante de glace
HD 110113 b,4.55,13060.55,0.0068446267,Geante de glace
HD 110113 c,10.5,20134.368,0.0183436,Geante de glace
HD 110537 b,8649.45372,74105.66,67.0,Geante gazeuse
HD 11112 b,2429.79666,78999.43,47.2,Geante gazeuse
HD 111232 b,2628.2191199999997,78300.32,3.2,Geante gazeuse
HD 111232 c,6088.8414,75503.88,72.5,Geante gazeuse
HD 111591 b,1399.2,80397.65,2.9,Geante gazeuse
HD 111998 b,1434.1799999999998,80397.65,2.3,Geante gazeuse
HD 112640 b,1590.0,80397.65,1.7,Geante gazeuse
HD 113337 b,1032.5650799999999,81795.87,0.8695414,Geante gazeuse
HD 113337 c,6272.35284,75503.88,14.9,Geante gazeuse
HD 11343 c,253.52867999999998,86689.64,0.6255989,Geante gazeuse
HD 113538 b,114.47999999999999,82494.98,1.8,Geante gazeuse
HD 113538 c,295.74,86689.64,5.0,Geante gazeuse
HD 113996 b,2003.3999999999999,79698.54,1.7,Geante gazeuse
HD 114082 b,2544.0,69911.0,0.30061603,Geante gazeuse
HD 114386 b,362.52,85291.42,2.6,Geante gazeuse
HD 114613 b,113.526,81795.87,11.0,Geante gazeuse
HD 114729 b,262.34999999999997,86689.64,3.1,Geante gazeuse
HD 114783 b,349.8,85990.53,1.351677,Geante gazeuse
HD 114783 c,194.298,88087.86,11.8,Geante gazeuse
HD 11505 b,2651.01336,78300.32,89.5,Geante gazeuse
HD 11506 b,1717.7501399999999,79698.54,4.4,Geante gazeuse
HD 11506 c,115.911,82494.98,0.61327857,Geante gazeuse
HD 11506 d,2448.15798,78999.43,40.3,Geante gazeuse
HD 115404 A b,30.03873,37402.385,0.028747434,Geante de glace
HD 115404 A c,3301.3647,77601.21,42.0,Geante gazeuse
HD 115954 b,2636.22,78300.32,10.1,Geante gazeuse
HD 116029 b,445.2,84592.31,1.8,Geante gazeuse
HD 117207 b,612.468,83893.2,7.2,Geante gazeuse
HD 11755 b,1790.34,79698.54,1.187406,Geante gazeuse
HD 117618 b,55.331999999999994,53551.826,0.07063655,Geante gazeuse
HD 118203 b,887.22,81935.692,0.01670089,Geante gazeuse
HD 11964 b,197.796,88087.86,5.3,Geante gazeuse
HD 11964 c,25.0,33557.28,0.10376455,Geante de glace
HD 11977 b,2079.72,78999.43,1.9,Geante gazeuse
HD 120084 b,2440.75812,78999.43,5.7,Geante gazeuse
HD 121504 b,480.18,84592.31,0.17330596,Geante gazeuse
HD 12235 b,10.33369,19924.635,0.012046544,Geante de glace
HD 12235 c,3173.21706,77601.21,99.6,Geante gazeuse
HD 122562 c,72.88878,62989.811,0.23271732,Geante gazeuse
HD 124330 b,238.5,87388.75,0.74113625,Geante gazeuse
HD 12484 b,947.64,81795.87,0.16098562,Geante gazeuse
HD 125271 b,3516.0433199999998,77601.21,40.8,Geante gazeuse
HD 125390 b,9170.45538,74105.66,4.8,Geante gazeuse
HD 125595 b,6.3566,14960.954,0.026557151,Geante de glace
HD 125612 b,944.7843600000001,81795.87,1.5,Geante gazeuse
HD 125612 c,15.17685,25028.138,0.011498973,Geante de glace
HD 125612 d,2353.6611,78999.43,7.7,Geante gazeuse
HD 12648 b,623.28,83893.2,0.3657769,Geante gazeuse
HD 126525 b,75.366,64248.209,2.6,Geante gazeuse
HD 126614 b,120.0291,84592.31,3.4,Geante gazeuse
HD 12661 b,772.74,82494.98,0.71923345,Geante gazeuse
HD 12661 c,576.216,83893.2,4.7,Geante gazeuse
HD 127506 b,26.61699,34815.678,0.18015058,Geante de glace
HD 128311 b,562.5419999999999,83893.2,1.2402464,Geante gazeuse
HD 128311 c,1204.902,81096.76,2.5,Geante gazeuse
HD 128356 b,283.02,86689.64,0.8164271,Geante gazeuse
HD 129445 b,508.8,84592.31,5.0,Geante gazeuse
HD 130322 b,365.7,85291.42,0.029295003,Geante gazeuse
HD 131496 b,572.4,83893.2,2.5,Geante gazeuse
HD 13167 b,1052.58,81795.87,7.2,Geante gazeuse
HD 13189 b,3482.1,77601.21,1.2911705,Geante gazeuse
HD 132406 b,1710.84,79698.54,2.7,Geante gazeuse
HD 132563 b,473.82,84592.31,4.2,Geante gazeuse
HD 133131 A b,451.56,84592.31,1.8,Geante gazeuse
HD 133131 A c,133.56,89486.08,9.8,Geante gazeuse
HD 133131 B b,795.0,82494.98,15.8,Geante gazeuse
HD 134060 b,10.1,19714.902,0.009034907,Geante de glace
HD 134060 c,29.29,36843.097,3.5,Geante de glace
HD 134987 b,511.98,84592.31,0.7069131,Geante gazeuse
HD 134987 c,260.76,86689.64,13.7,Geante gazeuse
HD 135872 b,1881.63144,79698.54,6.6,Geante gazeuse
HD 136118 b,4177.0254,76902.1,3.3,Geante gazeuse
HD 136352 b,4.72,10601.344,0.03175907,Super Terre
HD 136352 c,11.24,18176.86,0.07556468,Geante de glace
HD 136352 d,8.82,16009.619,0.2934976,Geante de glace
HD 136418 b,680.5200000000001,83194.09,1.2711841,Geante gazeuse
HD 136925 b,267.12,86689.64,12.4,Geante gazeuse
HD 13724 c,51.28386,51244.763,0.38932237,Geante gazeuse
HD 137388 b,63.6,58165.952,0.9034908,Geante gazeuse
HD 137496 b,4.04,8346.01,0.0043805614,Super Terre
HD 137496 c,2435.88,78999.43,1.3138946,Geante gazeuse
HD 13808 b,11.2,20903.389,0.03887748,Geante de glace
HD 13808 c,9.96,19505.169,0.14729637,Geante de glace
HD 13908 b,275.07,86689.64,0.053114302,Geante gazeuse
HD 13908 c,1631.34,80397.65,2.6,Geante gazeuse
HD 13931 b,699.6,83194.09,11.6,Geante gazeuse
HD 139357 b,6318.93666,75503.88,3.1,Geante gazeuse
HD 1397 b,131.97,71728.686,0.031485286,Geante gazeuse
HD 14067 b,5004.4773,76202.99,7.5,Geante gazeuse
HD 140901 b,14.64775,24468.85,0.024640657,Geante de glace
HD 140901 c,1686.23952,79698.54,20.3,Geante gazeuse
HD 141004 b,13.63484,23490.096,0.042436685,Geante de glace
HD 141399 b,143.418,89486.08,0.25845313,Geante gazeuse
HD 141399 c,422.94,85291.42,0.55304587,Geante gazeuse
HD 141399 d,375.23999999999995,85291.42,2.9,Geante gazeuse
HD 141399 e,209.88000000000002,87388.75,13.7,Geante gazeuse
HD 141937 b,3081.4199999999996,77601.21,1.8,Geante gazeuse
HD 142022 A b,1411.92,80397.65,5.3,Geante gazeuse
HD 142245 b,976.26,81795.87,3.6,Geante gazeuse
HD 142415 b,531.06,83893.2,1.0576317,Geante gazeuse
HD 142 A d,81.67194,67394.204,0.29705682,Geante gazeuse
HD 142 b,395.73192,85291.42,0.9620808,Geante gazeuse
HD 142 c,3523.23966,77601.21,27.8,Geante gazeuse
HD 143105 b,384.78,85291.42,0.006023272,Geante gazeuse
HD 143361 b,1123.176,81096.76,2.8,Geante gazeuse
HD 144899 b,20.42286,29782.086,0.110609174,Geante de glace
HD 145377 b,1914.36,79698.54,0.28473648,Geante gazeuse
HD 145457 b,709.14,83194.09,0.4826831,Geante gazeuse
HD 145675 c,1583.80218,80397.65,43.1,Geante gazeuse
HD 145934 b,763.0092,82494.98,7.5,Geante gazeuse
HD 1461 b,6.44,15100.776,0.015879534,Geante de glace
HD 1461 c,5.59,14207.33,0.036960986,Geante de glace
HD 147018 b,674.1600000000001,83194.09,0.12101301,Geante gazeuse
HD 147018 c,2086.08,78999.43,2.8,Geante gazeuse
HD 147379 b,28.55,36283.809,0.23764546,Geante de glace
HD 147513 b,384.78,85291.42,1.4,Geante gazeuse
HD 147873 b,1634.52,80397.65,0.3192334,Geante gazeuse
HD 147873 c,731.4,83194.09,1.3456537,Geante gazeuse
HD 14787 b,356.478,85990.53,1.9,Geante gazeuse
HD 148156 b,270.3,86689.64,2.8,Geante gazeuse
HD 148164 b,391.14,85291.42,0.8996578,Geante gazeuse
HD 148164 c,1640.88,80397.65,13.9,Geante gazeuse
HD 148427 b,413.40000000000003,85291.42,0.90759754,Geante gazeuse
HD 149026 b,120.84,51734.14,0.007939767,Geante gazeuse
HD 149143 b,422.94,85291.42,0.011225188,Geante gazeuse
HD 149806 b,3880.1724,76902.1,45.3,Geante gazeuse
HD 150010 b,763.1999999999999,82494.98,1.5,Geante gazeuse
HD 1502 b,874.5,82494.98,1.173169,Geante gazeuse
HD 150706 b,861.78,82494.98,16.1,Geante gazeuse
HD 151450 b,37.24604,42435.977,0.05995893,Geante de glace
HD 151450 c,1634.99064,80397.65,49.7,Geante gazeuse
HD 152079 b,846.198,82494.98,8.0,Geante gazeuse
HD 152581 b,594.342,83893.2,1.9,Geante gazeuse
HD 152843 b,11.56,21252.944,0.03175907,Geante de glace
HD 15337 b,7.51,10448.439999999999,0.013141684,Super Terre
HD 15337 c,8.11,14891.043,0.047091037,Super Terre
HD 153557 b,20.05856,29502.442,0.019986311,Geante de glace
HD 153557 c,17.30766,27055.557,0.041889116,Geante de glace
HD 153557 d,8685.1683,74105.66,111.4,Geante gazeuse
HD 153950 b,938.1,81795.87,1.3672826,Geante gazeuse
HD 154088 b,6.6,15310.509,0.050924025,Geante de glace
HD 154345 b,260.76,86689.64,9.2,Geante gazeuse
HD 154672 b,1707.66,79698.54,0.44873372,Geante gazeuse
HD 154857 b,779.1,82494.98,1.1186858,Geante gazeuse
HD 154857 c,820.44,82494.98,9.5,Geante gazeuse
HD 155193 b,238.5,87388.75,0.96564,Geante gazeuse
HD 155233 b,826.8000000000001,82494.98,2.2,Geante gazeuse
HD 155358 b,314.82,85990.53,0.5319644,Geante gazeuse
HD 155358 c,260.76,86689.64,1.0729637,Geante gazeuse
HD 155918 b,7.50192,16498.996,0.005201916,Geante de glace
HD 155918 c,1850.8554,79698.54,47.1,Geante gazeuse
HD 156098 b,17.14419,26845.824,0.05995893,Geante de glace
HD 156098 c,1662.4022400000001,79698.54,21.5,Geante gazeuse
HD 156279 b,2996.84154,78300.32,0.36522928,Geante gazeuse
HD 156279 c,3208.7440199999996,77601.21,13.2,Geante gazeuse
HD 156411 b,235.32,87388.75,2.3,Geante gazeuse
HD 156668 b,4.15,11913.77,0.012594113,Super Terre
HD 156668 c,31.4968,38451.05,2.2,Geante de glace
HD 156846 b,3393.06,77601.21,0.98425734,Geante gazeuse
HD 158038 b,486.54,84592.31,1.4,Geante gazeuse
HD 158996 b,4452.0,76902.1,2.2,Geante gazeuse
HD 159243 b,359.34,85291.42,0.034496922,Geante gazeuse
HD 159243 c,604.1999999999999,83893.2,0.68008214,Geante gazeuse
HD 159868 b,705.324,83194.09,3.2,Geante gazeuse
HD 159868 c,244.22400000000002,87388.75,0.9609856,Geante gazeuse
HD 1605 b,297.012,85990.53,1.6,Geante gazeuse
HD 1605 c,1151.16,81096.76,5.9,Geante gazeuse
HD 160691 d,10.17,19784.813,0.026283368,Geante de glace
HD 161178 b,181.26,88087.86,0.7646817,Geante gazeuse
HD 16141 b,82.68,67883.58099999999,0.20670773,Geante gazeuse
HD 16175 b,1621.8,80397.65,2.7,Geante gazeuse
HD 162020 b,3129.12,77601.21,0.022997946,Geante gazeuse
HD 163607 b,249.1848,86689.64,0.20588636,Geante gazeuse
HD 163607 c,699.918,83194.09,3.5,Geante gazeuse
HD 16417 b,22.1,31180.306,0.047091037,Geante de glace
HD 164509 b,140.874,89486.08,0.7671458,Geante gazeuse
HD 164595 b,16.14,25936.981,0.10951403,Geante de glace
HD 164604 b,635.33856,83194.09,1.8,Geante gazeuse
HD 164922 b,116.06046,83194.09,3.3,Geante gazeuse
HD 164922 c,13.0,22860.897,0.20725529,Geante de glace
HD 164922 d,4.0,11658.93,0.034223136,Super Terre
HD 164922 e,10.52012,20134.368,0.11444216,Geante de glace
HD 165155 b,919.0200000000001,82494.98,1.1895962,Geante gazeuse
HD 1666 b,2044.74,78999.43,0.7392197,Geante gazeuse
HD 166724 b,1122.54,81096.76,14.1,Geante gazeuse
HD 167042 b,540.6,83893.2,1.1520876,Geante gazeuse
HD 167768 b,270.3,86689.64,0.056673512,Geante gazeuse
HD 168009 b,9.53485,19015.792,0.041341547,Geante de glace
HD 168443 b,2424.1458,78999.43,0.15906912,Geante gazeuse
HD 168443 c,5736.53238,75503.88,4.8,Geante gazeuse
HD 168746 b,85.86,69421.62299999999,0.017522246,Geante gazeuse
HD 168863 b,2147.48898,78999.43,40.5,Geante gazeuse
HD 16905 b,2887.00752,78300.32,18.4,Geante gazeuse
HD 1690 b,2795.22,78300.32,1.5,Geante gazeuse
HD 169830 b,804.01212,82494.98,0.6179329,Geante gazeuse
HD 169830 c,2261.08494,78999.43,5.0,Geante gazeuse
HD 170469 b,209.88000000000002,87388.75,3.1,Geante gazeuse
HD 17092 b,3221.34,77601.21,0.98535246,Geante gazeuse
HD 171028 b,833.1600000000001,82494.98,1.5,Geante gazeuse
HD 171238 b,2798.4,78300.32,4.2,Geante gazeuse
HD 17156 b,1116.1799999999998,76902.1,0.05804244,Geante gazeuse
HD 173416 b,858.6,82494.98,0.8859685,Geante gazeuse
HD 174205 b,1335.6000000000001,81096.76,1.6,Geante gazeuse
HD 175167 b,2162.7974999999997,78999.43,3.5,Geante gazeuse
HD 175541 b,190.164,88087.86,0.81697464,Geante gazeuse
HD 17674 b,276.66,86689.64,1.7,Geante gazeuse
HD 176986 b,5.74,14122.022,0.01779603,Geante de glace
HD 176986 c,9.18,18596.326,0.04599589,Geante de glace
HD 177565 b,15.1,24958.227,0.12183436,Geante de glace
HD 177830 b,537.42,83893.2,1.1227926,Geante gazeuse
HD 177830 c,47.699999999999996,49077.522,0.30362767,Geante gazeuse
HD 178911 B b,2553.54,78300.32,0.19575633,Geante gazeuse
HD 179079 b,25.74423,34116.568,0.039698835,Geante de glace
HD 179949 b,291.288,86689.64,0.008487337,Geante gazeuse
HD 180053 b,697.692,83194.09,0.5850787,Geante gazeuse
HD 18015 b,1011.24,81795.87,6.2,Geante gazeuse
HD 180314 b,6401.339999999999,75503.88,1.0841889,Geante gazeuse
HD 180617 b,12.214,22021.965,0.2899384,Geante de glace
HD 180902 b,535.83,83893.2,1.4,Geante gazeuse
HD 181234 b,2982.62376,78300.32,20.8,Geante gazeuse
HD 181342 b,807.72,82494.98,1.5,Geante gazeuse
HD 181433 b,6.3566,14960.954,0.025735795,Geante de glace
HD 181433 c,203.52,88087.86,2.6,Geante gazeuse
HD 181433 d,171.72,88786.97,6.0,Geante gazeuse
HD 18143 b,10.50968,20134.368,0.028199865,Geante de glace
HD 18143 c,3117.12504,77601.21,79.4,Geante gazeuse
HD 181720 b,127.2,87388.75,2.6,Geante gazeuse
HD 183263 b,1102.63002,81795.87,1.7,Geante gazeuse
HD 183263 c,2960.6277,78300.32,12.8,Geante gazeuse
HD 183579 b,19.7,22161.787,0.04791239,Geante de glace
HD 184010 b,98.58,75503.88,0.784668,Geante gazeuse
HD 184010 c,95.39999999999999,74105.66,1.3259411,Geante gazeuse
HD 184010 d,143.1,89486.08,2.3,Geante gazeuse
HD 185269 b,321.18,85990.53,0.018617386,Geante gazeuse
HD 18599 b,24.1,16219.352,0.011225188,Geante de glace
HD 187085 b,265.848,86689.64,2.8,Geante gazeuse
HD 187123 b,166.314,88786.97,0.008487337,Geante gazeuse
HD 187123 c,632.82,83194.09,10.4,Geante gazeuse
HD 18742 b,1081.2,81795.87,2.1,Geante gazeuse
HD 188015 b,477.0,84592.31,1.2626969,Geante gazeuse
HD 188641 b,9267.62982,74105.66,40.0,Geante gazeuse
HD 189567 b,8.5,17757.394,0.039151266,Geante de glace
HD 189567 c,7.0,15869.797,0.092265576,Geante de glace
HD 189733 b,359.34,78999.43,0.006023272,Geante gazeuse
HD 190007 b,16.46,26216.625,0.032032855,Geante de glace
HD 190228 b,1727.7576000000001,79698.54,3.1,Geante gazeuse
HD 190360 b,572.4,83893.2,7.8,Geante gazeuse
HD 190360 c,19.069,28593.599,0.04681725,Geante de glace
HD 190647 b,631.23,83194.09,3.2,Geante gazeuse
HD 190984 b,985.8000000000001,81795.87,13.4,Geante gazeuse
HD 191806 b,2970.47616,78300.32,4.4,Geante gazeuse
HD 191939 b,10.0,21252.944,0.02436687,Geante de glace
HD 191939 c,8.0,19924.635,0.07830253,Geante de glace
HD 191939 d,2.8,18666.237,0.105133474,Geante de glace
HD 191939 e,112.26036,81096.76,0.2767967,Geante gazeuse
HD 191939 f,660.3556199999999,83194.09,6.0,Geante gazeuse
HD 191939 g,13.5,23350.274,0.7775496,Geante de glace
HD 192263 b,178.08,88087.86,0.06680356,Geante gazeuse
HD 192310 b,16.9,26636.091,0.20451744,Geante de glace
HD 192310 c,24.0,32788.259,1.4,Geante de glace
HD 192699 b,666.528,83194.09,0.93333334,Geante gazeuse
HD 194490 b,3581.9551800000004,77601.21,35.9,Geante gazeuse
HD 195019 b,1265.64,81096.76,0.049828887,Geante gazeuse
HD 196050 b,1011.24,81795.87,3.8,Geante gazeuse
HD 196067 b,3975.0,76902.1,10.0,Geante gazeuse
HD 19615 b,2703.0,78300.32,1.100616,Geante gazeuse
HD 196885 A b,820.44,82494.98,3.7,Geante gazeuse
HD 197037 b,251.22,86689.64,2.8,Geante gazeuse
HD 199509 b,42.888659999999994,46141.26,0.27268994,Geante gazeuse
HD 19994 b,435.66,84592.31,1.276386,Geante gazeuse
HD 20003 b,11.66,21392.766,0.03230664,Geante de glace
HD 20003 c,14.44,24259.117,0.09281315,Geante de glace
HD 200964 b,508.48199999999997,84592.31,1.7,Geante gazeuse
HD 200964 c,386.05199999999996,85291.42,2.3,Geante gazeuse
HD 202206 c,5692.2,75503.88,3.5,Geante gazeuse
HD 202772 A b,323.40599999999995,108012.495,0.009034907,Geante gazeuse
HD 203030 b,3498.0,90185.19,11094.6,Geante gazeuse
HD 20329 b,7.42,10958.119999999999,0.0024640656,Super Terre
HD 203387 b,1111.092,81795.87,1.4,Geante gazeuse
HD 203387 c,2377.07226,78999.43,6.8,Geante gazeuse
HD 203473 b,2480.4,78300.32,4.3,Geante gazeuse
HD 2039 b,2000.22,79698.54,3.1,Geante gazeuse
HD 204313 b,1554.3871800000002,80397.65,5.6,Geante gazeuse
HD 204313 c,17.20043,26915.735,0.09582478,Geante de glace
HD 204313 e,4843.62018,76202.99,20.1,Geante gazeuse
HD 204941 b,73.14,63129.633,4.7,Geante gazeuse
HD 205158 b,123.49529999999999,85990.53,0.06926762,Geante gazeuse
HD 205739 b,435.66,84592.31,0.76605064,Geante gazeuse
HD 206255 b,34.2,40338.647,0.26283368,Geante de glace
HD 206610 b,647.448,83194.09,1.8,Geante gazeuse
HD 206893 b,8904.0,87388.75,25.6,Geante gazeuse
HD 206893 c,4038.6,102070.06,5.7,Geante gazeuse
HD 20781 b,1.93,7708.91,0.01451061,Super Terre
HD 20781 c,5.33,13825.07,0.038056124,Geante de glace
HD 20781 d,10.61,20274.19,0.079945244,Geante de glace
HD 20781 e,14.03,23909.562,0.23408625,Geante de glace
HD 20782 b,473.1204,84592.31,1.6,Geante gazeuse
HD 207832 b,178.08,88087.86,0.43832994,Geante gazeuse
HD 207832 c,232.14,87388.75,3.2,Geante gazeuse
HD 207897 b,14.4,15590.153,0.044353183,Super Terre
HD 20794 b,2.7,9237.949999999999,0.050102666,Super Terre
HD 20794 c,2.4,8600.85,0.109787814,Super Terre
HD 20794 d,4.8,12996.84,0.24722794,Super Terre
HD 20794 e,4.77,12933.13,0.40246406,Super Terre
HD 208487 b,165.36,88786.97,0.3561944,Geante gazeuse
HD 208527 b,3148.2000000000003,77601.21,2.4,Geante gazeuse
HD 20868 b,397.5,85291.42,1.0428474,Geante gazeuse
HD 208897 b,445.2,84592.31,0.96564,Geante gazeuse
HD 209458 b,232.14,97176.29,0.009582478,Geante gazeuse
HD 210193 b,153.1806,88786.97,1.8,Geante gazeuse
HD 210277 b,410.22,85291.42,1.2106776,Geante gazeuse
HD 210702 b,574.944,83893.2,0.969473,Geante gazeuse
HD 211403 b,1761.72,79698.54,0.61273104,Geante gazeuse
HD 211810 b,213.06,87388.75,4.3,Geante gazeuse
HD 211970 b,13.0,22860.897,0.068993844,Geante de glace
HD 212301 b,162.18,88786.97,0.006023272,Geante gazeuse
HD 212771 b,760.0200000000001,82494.98,1.0422999,Geante gazeuse
HD 213240 b,1774.44,79698.54,2.4,Geante gazeuse
HD 213472 b,1113.0,81795.87,46.6,Geante gazeuse
HD 213519 b,9.51349,19015.792,0.030390145,Geante de glace
HD 213885 b,8.83,11117.395,0.0027378509,Super Terre
HD 213885 c,19.95,29362.62,0.013141684,Geante de glace
HD 21411 b,65.93412,59424.35,0.23080082,Geante gazeuse
HD 214823 b,6232.62828,75503.88,5.1,Geante gazeuse
HD 215152 b,1.819,7581.49,0.015879534,Super Terre
HD 215152 c,1.72,7454.07,0.019986311,Super Terre
HD 215152 d,2.801,9429.08,0.029842572,Super Terre
HD 215152 e,2.877,9620.210000000001,0.068993844,Super Terre
HD 215497 b,6.3566,14960.954,0.010677618,Geante de glace
HD 215497 c,104.94000000000001,77601.21,1.6,Geante gazeuse
HD 216435 b,400.68,85291.42,3.6,Geante gazeuse
HD 216437 b,706.914,83194.09,3.7,Geante gazeuse
HD 216520 b,10.26,19854.724,0.0971937,Geante de glace
HD 216520 c,9.44,18945.881,0.42272416,Geante de glace
HD 216536 b,333.90000000000003,85990.53,0.40684465,Geante gazeuse
